,favorite_count_from,retweet_count_from,followers_count,rfr,rfr_weighted_fav,rfr_weighted_rt,favorite_count_about,retweet_count_about,polarity,polarity_agg,polarity_weighted_fav,polarity_weighted_rt,name,screen_name,industry,controversial
48,0.040052275308200214,0.02607821323518683,0.010183587677471139,0.21356471431251797,0.19895503840700468,0.23888303894502966,0.034960576220193454,0.010652398551149049,0.3916381783692435,0.09927100560006985,0.09928111450565387,0.0992659511813267,Marilyn Manson,marilynmanson,musician,1
49,0.0883693220904511,0.028609318755848007,0.12823153970124618,0.04045954165331116,0.03984080536671349,0.04153180131651726,0.01870235746237062,0.036761881933869416,0.3447573963876823,0.11124295592272947,0.11124376067694274,0.1112425535483332,Nick Jonas,nickjonas,musician,0
50,0.005827760171586652,0.015709496285934803,0.05844698428593923,0.010874234867565122,0.008227237244105897,0.015461437593050374,0.009191118129213796,0.0106462262699566,0.20053978078661205,0.09364456980525397,0.09364385558746813,0.09364492691174099,Piers Morgan,piersmorgan,celebrity,1
51,0.09212994823108475,0.028032674391583263,0.0473117227599274,0.11110318190975643,0.10972822346974902,0.11348596194987945,0.028503791167672682,0.0497837061330157,0.446251904193614,0.10410876775383526,0.10411892414140143,0.10410368959426097,Chris Pratt,prattprattpratt,celebrity,0
52,0.19236385048384977,0.0935374902674224,0.11487025854903322,0.10565573037666351,0.10101390253322504,0.11369994059655313,0.03786125647591013,0.019157024495963747,0.5332993721332341,0.11928993213646497,0.11929779422562284,0.11928600111836699,Roger Federer,rogerfederer,athlete,0
53,0.0728120515881241,0.05150685621890327,0.05056406438264589,0.09570359230365309,0.08835996137179143,0.10842998220557158,0.014998034706549033,0.008022243327799754,0.07948772832451095,0.076641647150413,0.07664157722349581,0.0766416821136358,Russell Westbrook,russwest44,athlete,0
54,0.428533620099323,0.32307398843162594,0.5301656810701303,0.056595564021668106,0.05185940477086048,0.06480324899693629,0.020873405878953893,0.11864912325827984,0.9183220200613392,0.2820858214282215,0.282089009576628,0.28208422736475586,Selena Gomez,selenagomez,musician,0
55,0.03544949372191475,0.020286409186070168,0.09968819503791312,0.022552126292454105,0.021268171899812404,0.024777197836578824,0.09555088679894119,0.040397830801906606,0.5597307031386223,0.05606972116748842,0.056079579741175854,0.05606479191385032,Serena Williams,serenawilliams,athlete,0
56,0.05132854204342832,0.018989977283529736,0.48758940864653333,0.005522489885496873,0.005420415608964356,0.005699382903972627,0.03889678768768753,0.03224796796298687,0.3840193166636705,0.08016443518239706,0.08019781880412233,0.08014774348397805,Shakira,shakira,musician,0
57,0.010099467177115556,0.006200290904470279,0.014578617404501016,0.04065872154817241,0.038166735949847916,0.04497729101993678,0.4523341204222028,0.11865649168569366,0.47068556270795553,0.08574502544921654,0.0861241320517456,0.0855554734248713,Shaun White,shaunwhite,athlete,0
58,0.5249777382974931,0.35826536839146467,0.8055741053129787,0.04436610889267716,0.041087860747238594,0.05004725824252828,0.021324400893605218,0.01022036919971513,0.4021949601929562,0.0861849733762389,0.0861910280467523,0.08618194606137548,Taylor Swift,taylorswift13,musician,1
59,0.0776501821645277,0.02753280440861718,0.14258217789858116,0.03225349317872716,0.031585235565627645,0.03341157247466937,0.01920254722934018,0.01236283358783969,0.32837873197682516,0.09173774339856208,0.0917426817764548,0.09173527422624904,Tom Hanks,tomhanks,celebrity,0
60,0.32217025989281534,0.24593603589496263,0.06962543748816186,0.3188842483126366,0.2919426331853087,0.3655736179009419,0.008030093040278156,0.08724747658402368,0.46609532919741287,0.1649015252933518,0.16490071915057133,0.16490192836202636,Tyler The Creator,tylerthecreator,musician,1
