981598371935797248,2018-04-04 18:24:23,3190,413,12762992,TheRock,celebrity
981587805028605952,2018-04-04 17:42:24,0,46,12762992,TheRock,celebrity
981587495530844160,2018-04-04 17:41:10,0,9693,12762992,TheRock,celebrity
981566847035195392,2018-04-04 16:19:07,1175,99,12762992,TheRock,celebrity
981566122741833728,2018-04-04 16:16:14,1255,95,12762992,TheRock,celebrity
981565509010272258,2018-04-04 16:13:48,36,3,12762992,TheRock,celebrity
981565039395053570,2018-04-04 16:11:56,190,22,12762992,TheRock,celebrity
981562299231031296,2018-04-04 16:01:03,5311,503,12762992,TheRock,celebrity
981557502222348293,2018-04-04 15:41:59,0,99,12762992,TheRock,celebrity
981557445515296768,2018-04-04 15:41:46,0,47,12762992,TheRock,celebrity
981517857178570752,2018-04-04 13:04:27,8285,874,12762992,TheRock,celebrity
981390853389406209,2018-04-04 04:39:47,2610,221,12762992,TheRock,celebrity
981388337209593856,2018-04-04 04:29:47,3050,235,12762992,TheRock,celebrity
981304846971097088,2018-04-03 22:58:01,2109,227,12762992,TheRock,celebrity
981279790534557696,2018-04-03 21:18:28,351,31,12762992,TheRock,celebrity
981279645575168000,2018-04-03 21:17:53,0,203,12762992,TheRock,celebrity
981276183705759744,2018-04-03 21:04:08,8541,1345,12762992,TheRock,celebrity
981275604233408512,2018-04-03 21:01:49,1565,155,12762992,TheRock,celebrity
981259757234266112,2018-04-03 19:58:51,2782,247,12762992,TheRock,celebrity
981214779481104385,2018-04-03 17:00:08,2702,265,12762992,TheRock,celebrity
981212359690567680,2018-04-03 16:50:31,0,609,12762992,TheRock,celebrity
980678769433239552,2018-04-02 05:30:13,100630,25731,12762992,TheRock,celebrity
980667412134608897,2018-04-02 04:45:05,53528,9788,12762992,TheRock,celebrity
980665781225627648,2018-04-02 04:38:36,20213,2472,12762992,TheRock,celebrity
980659666324606976,2018-04-02 04:14:18,4873,1006,12762992,TheRock,celebrity
980655988943433728,2018-04-02 03:59:42,31,4,12762992,TheRock,celebrity
980630145558986753,2018-04-02 02:17:00,1418,175,12762992,TheRock,celebrity
980629109721067520,2018-04-02 02:12:53,2323,217,12762992,TheRock,celebrity
980627812783550465,2018-04-02 02:07:44,2081,146,12762992,TheRock,celebrity
980624270060503042,2018-04-02 01:53:39,4579,424,12762992,TheRock,celebrity
980551491168518144,2018-04-01 21:04:27,20,4,12762992,TheRock,celebrity
980490531649159168,2018-04-01 17:02:14,2500,212,12762992,TheRock,celebrity
980485795185270784,2018-04-01 16:43:24,19994,1250,12762992,TheRock,celebrity
980269695449235457,2018-04-01 02:24:42,29,7,12762992,TheRock,celebrity
980174467631431680,2018-03-31 20:06:18,1333,77,12762992,TheRock,celebrity
980171944824733696,2018-03-31 19:56:17,5002,631,12762992,TheRock,celebrity
979607977823846401,2018-03-30 06:35:16,52,11,12762992,TheRock,celebrity
979430209635012608,2018-03-29 18:48:53,82,21,12762992,TheRock,celebrity
979387421870645248,2018-03-29 15:58:52,0,257,12762992,TheRock,celebrity
979386502726672384,2018-03-29 15:55:13,2138,264,12762992,TheRock,celebrity
979218765215748096,2018-03-29 04:48:41,0,69,12762992,TheRock,celebrity
979207549470760960,2018-03-29 04:04:07,1449,138,12762992,TheRock,celebrity
979198089759043584,2018-03-29 03:26:31,1777,156,12762992,TheRock,celebrity
979163606079213568,2018-03-29 01:09:30,2338,198,12762992,TheRock,celebrity
979148787955281920,2018-03-29 00:10:37,0,82,12762992,TheRock,celebrity
979147058069192704,2018-03-29 00:03:44,1383,113,12762992,TheRock,celebrity
979132240046129152,2018-03-28 23:04:52,2350,172,12762992,TheRock,celebrity
979131647508414464,2018-03-28 23:02:30,12,5,12762992,TheRock,celebrity
979129307199979520,2018-03-28 22:53:12,5533,765,12762992,TheRock,celebrity
978870691327029248,2018-03-28 05:45:34,4181,257,12762992,TheRock,celebrity
978785343515197441,2018-03-28 00:06:25,1984,179,12762992,TheRock,celebrity
978703589630558209,2018-03-27 18:41:33,0,75,12762992,TheRock,celebrity
978692012093227008,2018-03-27 17:55:33,6948,506,12762992,TheRock,celebrity
978680103486996480,2018-03-27 17:08:14,0,48,12762992,TheRock,celebrity
978680011115847680,2018-03-27 17:07:52,0,149,12762992,TheRock,celebrity
978668928904785920,2018-03-27 16:23:50,6176,1434,12762992,TheRock,celebrity
978666296995819521,2018-03-27 16:13:22,1868,180,12762992,TheRock,celebrity
978426856926949376,2018-03-27 00:21:55,15962,3660,12762992,TheRock,celebrity
978398920517693440,2018-03-26 22:30:55,0,298,12762992,TheRock,celebrity
978397801519374336,2018-03-26 22:26:28,1242,135,12762992,TheRock,celebrity
978396855422746624,2018-03-26 22:22:42,1465,141,12762992,TheRock,celebrity
978394481694195712,2018-03-26 22:13:16,163,17,12762992,TheRock,celebrity
978387830530490368,2018-03-26 21:46:51,11106,1766,12762992,TheRock,celebrity
978385045143543808,2018-03-26 21:35:46,0,265,12762992,TheRock,celebrity
978378914216095745,2018-03-26 21:11:25,16359,984,12762992,TheRock,celebrity
978358326344925184,2018-03-26 19:49:36,1999,185,12762992,TheRock,celebrity
978308569555767296,2018-03-26 16:31:53,1950,159,12762992,TheRock,celebrity
978308551084072962,2018-03-26 16:31:49,1643,155,12762992,TheRock,celebrity
978046479435575296,2018-03-25 23:10:26,1317,134,12762992,TheRock,celebrity
978023641614049280,2018-03-25 21:39:41,2825,265,12762992,TheRock,celebrity
978023613445103616,2018-03-25 21:39:34,2350,227,12762992,TheRock,celebrity
978022972010086400,2018-03-25 21:37:01,1229,119,12762992,TheRock,celebrity
977997205863878656,2018-03-25 19:54:38,2341,186,12762992,TheRock,celebrity
977989165571887104,2018-03-25 19:22:41,1669,135,12762992,TheRock,celebrity
977989008545517570,2018-03-25 19:22:04,2815,192,12762992,TheRock,celebrity
977987910757621760,2018-03-25 19:17:42,1214,91,12762992,TheRock,celebrity
977757984548782080,2018-03-25 04:04:04,18,5,12762992,TheRock,celebrity
977739677879824384,2018-03-25 02:51:19,3257,436,12762992,TheRock,celebrity
977728760958017537,2018-03-25 02:07:56,4354,387,12762992,TheRock,celebrity
977591742101831681,2018-03-24 17:03:28,59,8,12762992,TheRock,celebrity
977581246531293186,2018-03-24 16:21:46,40,6,12762992,TheRock,celebrity
977580244193370112,2018-03-24 16:17:47,3429,290,12762992,TheRock,celebrity
977574158388219904,2018-03-24 15:53:36,35407,6168,12762992,TheRock,celebrity
977377341541265408,2018-03-24 02:51:31,3690,476,12762992,TheRock,celebrity
977260749432041472,2018-03-23 19:08:13,1571,155,12762992,TheRock,celebrity
977226527195541505,2018-03-23 16:52:14,0,80,12762992,TheRock,celebrity
977224659245572097,2018-03-23 16:44:49,58,7,12762992,TheRock,celebrity
977223419946139649,2018-03-23 16:39:53,3008,227,12762992,TheRock,celebrity
977222617357676544,2018-03-23 16:36:42,0,62,12762992,TheRock,celebrity
977209653779050496,2018-03-23 15:45:11,1729,214,12762992,TheRock,celebrity
977208626333892609,2018-03-23 15:41:06,1636,178,12762992,TheRock,celebrity
977206575109627905,2018-03-23 15:32:57,1947,215,12762992,TheRock,celebrity
